id,time,values
1,2023:01:02 02:39:11,1720.7
2,2023:01:02 02:39:11,525.9
3,2023:01:02 02:39:11,2570.6
1,2023:01:02 02:39:41,2384.9
2,2023:01:02 02:39:41,2407.5
3,2023:01:02 02:39:41,2802.6
1,2023:01:02 02:40:11,2012.4
2,2023:01:02 02:40:11,2760.7
3,2023:01:02 02:40:11,1777.4
1,2023:01:02 02:40:41,288.4
2,2023:01:02 02:40:41,2012.8
3,2023:01:02 02:40:41,2454.6
1,2023:01:02 02:41:11,314.5
2,2023:01:02 02:41:11,2048.1
3,2023:01:02 02:41:11,1171.4
1,2023:01:02 02:41:41,2014.9
2,2023:01:02 02:41:41,2416.8
3,2023:01:02 02:41:41,1333.8
1,2023:01:02 02:42:11,2030.7
2,2023:01:02 02:42:11,2679.3
3,2023:01:02 02:42:11,2350.4
1,2023:01:02 02:42:41,110.5
2,2023:01:02 02:42:41,169.7
3,2023:01:02 02:42:41,1821.7
1,2023:01:02 02:43:11,1595.5
2,2023:01:02 02:43:11,1664.1
3,2023:01:02 02:43:11,234.3
1,2023:01:02 02:43:41,2613.3
2,2023:01:02 02:43:41,3209.7
3,2023:01:02 02:43:41,67.9
1,2023:01:02 02:44:11,2073.6
2,2023:01:02 02:44:11,1955.5
3,2023:01:02 02:44:11,2563.3
1,2023:01:02 02:44:41,195.4
2,2023:01:02 02:44:41,93
3,2023:01:02 02:44:41,1025.2
1,2023:01:02 02:45:11,1990.4
2,2023:01:02 02:45:11,2027.9
3,2023:01:02 02:45:11,1248.8
1,2023:01:02 02:45:41,2487
2,2023:01:02 02:45:41,3175.4
3,2023:01:02 02:45:41,2607.2
1,2023:01:02 02:46:11,3217.6
2,2023:01:02 02:46:11,2670.1
3,2023:01:02 02:46:11,1541.5
1,2023:01:02 02:46:41,1808.6
2,2023:01:02 02:46:41,423.1
3,2023:01:02 02:46:41,1748
1,2023:01:02 02:47:11,1997.5
2,2023:01:02 02:47:11,3026
3,2023:01:02 02:47:11,2051.4
1,2023:01:02 02:47:41,893.8
2,2023:01:02 02:47:41,1665.7
3,2023:01:02 02:47:41,1499
1,2023:01:02 02:48:11,1943.8
2,2023:01:02 02:48:11,2898.1
3,2023:01:02 02:48:11,1544.7
1,2023:01:02 02:48:41,524.2
2,2023:01:02 02:48:41,2461.8
3,2023:01:02 02:48:41,1607
1,2023:01:02 02:49:11,2563.1
2,2023:01:02 02:49:11,2406.1
3,2023:01:02 02:49:11,2721.9
1,2023:01:02 02:49:41,2878.1
2,2023:01:02 02:49:41,2099
3,2023:01:02 02:49:41,1283.3
1,2023:01:02 02:50:11,867.2
2,2023:01:02 02:50:11,156.3
3,2023:01:02 02:50:11,2130.2
1,2023:01:02 02:50:41,50.2
2,2023:01:02 02:50:41,2692.8
3,2023:01:02 02:50:41,3072.1
1,2023:01:02 02:51:11,2489.8
2,2023:01:02 02:51:11,3144.7
3,2023:01:02 02:51:11,1094.5
1,2023:01:02 02:51:41,2840.6
2,2023:01:02 02:51:41,222.2
3,2023:01:02 02:51:41,868.6
1,2023:01:02 02:52:11,579.4
2,2023:01:02 02:52:11,2357.7
3,2023:01:02 02:52:11,1284.4
1,2023:01:02 02:52:41,1868.3
2,2023:01:02 02:52:41,2154.7
3,2023:01:02 02:52:41,1324
1,2023:01:02 02:53:11,48.5
2,2023:01:02 02:53:11,1646.4
3,2023:01:02 02:53:11,3172.3
1,2023:01:02 02:53:41,2033.7
2,2023:01:02 02:53:41,1665.3
3,2023:01:02 02:53:41,2716.8
1,2023:01:02 02:54:11,2813
2,2023:01:02 02:54:11,1525.5
3,2023:01:02 02:54:11,146.6
1,2023:01:02 02:54:41,485.8
2,2023:01:02 02:54:41,2251.2
3,2023:01:02 02:54:41,2965.6
1,2023:01:02 02:55:11,331.8
2,2023:01:02 02:55:11,1320.1
3,2023:01:02 02:55:11,14.2
1,2023:01:02 02:55:41,2127.6
2,2023:01:02 02:55:41,3150.6
3,2023:01:02 02:55:41,3270.2
1,2023:01:02 02:56:11,1068.4
2,2023:01:02 02:56:11,1502.3
3,2023:01:02 02:56:11,3027
1,2023:01:02 02:56:41,2631.2
2,2023:01:02 02:56:41,825
3,2023:01:02 02:56:41,1347.5
1,2023:01:02 02:57:11,2031.1
2,2023:01:02 02:57:11,2685
3,2023:01:02 02:57:11,1919.5
1,2023:01:02 02:57:41,548.8
2,2023:01:02 02:57:41,1152
3,2023:01:02 02:57:41,2610.1
1,2023:01:02 02:58:11,2018.3
2,2023:01:02 02:58:11,2479.8
3,2023:01:02 02:58:11,2789.2
1,2023:01:02 02:58:41,1884.8
2,2023:01:02 02:58:41,678.4
3,2023:01:02 02:58:41,3024.5
1,2023:01:02 02:59:11,1218.7
2,2023:01:02 02:59:11,1446.2
3,2023:01:02 02:59:11,2834.3
1,2023:01:02 02:59:41,1825.8
2,2023:01:02 02:59:41,1685.9
3,2023:01:02 02:59:41,887.1
1,2023:01:02 03:00:11,1401.6
2,2023:01:02 03:00:11,817.2
3,2023:01:02 03:00:11,2283.2
1,2023:01:02 03:00:41,2444.1
2,2023:01:02 03:00:41,1768.3
3,2023:01:02 03:00:41,1608.8
1,2023:01:02 03:01:11,2201.5
2,2023:01:02 03:01:11,1397.6
3,2023:01:02 03:01:11,1851.6
1,2023:01:02 03:01:41,1829.8
2,2023:01:02 03:01:41,3.9
3,2023:01:02 03:01:41,3128.3
1,2023:01:02 03:02:11,320.5
2,2023:01:02 03:02:11,1999.7
3,2023:01:02 03:02:11,2914.6
1,2023:01:02 03:02:41,576.9
2,2023:01:02 03:02:41,2367.5
3,2023:01:02 03:02:41,91.7
1,2023:01:02 03:03:11,938.7
2,2023:01:02 03:03:11,1502
3,2023:01:02 03:03:11,603
1,2023:01:02 03:03:41,1744.2
2,2023:01:02 03:03:41,2173.5
3,2023:01:02 03:03:41,3238.9
1,2023:01:02 03:04:11,2037.3
2,2023:01:02 03:04:11,348
3,2023:01:02 03:04:11,1207.3
1,2023:01:02 03:04:41,1077.7
2,2023:01:02 03:04:41,78.6
3,2023:01:02 03:04:41,838.1
1,2023:01:02 03:05:11,3178.5
2,2023:01:02 03:05:11,52.2
3,2023:01:02 03:05:11,1834.5
1,2023:01:02 03:05:41,2097.9
2,2023:01:02 03:05:41,1608.5
3,2023:01:02 03:05:41,1571.3
1,2023:01:02 03:06:11,3093.5
2,2023:01:02 03:06:11,1973.5
3,2023:01:02 03:06:11,3088.3
1,2023:01:02 03:06:41,218.6
2,2023:01:02 03:06:41,1609.6
3,2023:01:02 03:06:41,2064.8
1,2023:01:02 03:07:11,208.5
2,2023:01:02 03:07:11,1475.2
3,2023:01:02 03:07:11,52.1
1,2023:01:02 03:07:41,926
2,2023:01:02 03:07:41,2198.2
3,2023:01:02 03:07:41,663.6
1,2023:01:02 03:08:11,768.8
2,2023:01:02 03:08:11,1991.9
3,2023:01:02 03:08:11,1723.6
1,2023:01:02 03:08:41,2679.2
2,2023:01:02 03:08:41,2706.5
3,2023:01:02 03:08:41,1927.8
1,2023:01:02 03:09:11,419.8
2,2023:01:02 03:09:11,3149.6
3,2023:01:02 03:09:11,2638.6
1,2023:01:02 03:09:41,2101.1
2,2023:01:02 03:09:41,1097.6
3,2023:01:02 03:09:41,754.7
1,2023:01:02 03:10:11,1212.1
2,2023:01:02 03:10:11,2320.2
3,2023:01:02 03:10:11,724.5
1,2023:01:02 03:10:41,670.2
2,2023:01:02 03:10:41,2856.4
3,2023:01:02 03:10:41,3153.9
1,2023:01:02 03:11:11,257.2
2,2023:01:02 03:11:11,225.7
3,2023:01:02 03:11:11,237
1,2023:01:02 03:11:41,2192
2,2023:01:02 03:11:41,3165.4
3,2023:01:02 03:11:41,1935.9
1,2023:01:02 03:12:11,1108
2,2023:01:02 03:12:11,729.8
3,2023:01:02 03:12:11,2339.1
1,2023:01:02 03:12:41,2396
2,2023:01:02 03:12:41,3051
3,2023:01:02 03:12:41,2959.1
1,2023:01:02 03:13:11,2586.7
2,2023:01:02 03:13:11,2203.3
3,2023:01:02 03:13:11,167.5
1,2023:01:02 03:13:41,1213.6
2,2023:01:02 03:13:41,3049.9
3,2023:01:02 03:13:41,1777.5
1,2023:01:02 03:14:11,2579
2,2023:01:02 03:14:11,1437.6
3,2023:01:02 03:14:11,3125.6
1,2023:01:02 03:14:41,2027.2
2,2023:01:02 03:14:41,2070.3
3,2023:01:02 03:14:41,508.6
1,2023:01:02 03:15:11,2096.7
2,2023:01:02 03:15:11,951.5
3,2023:01:02 03:15:11,2354.2
1,2023:01:02 03:15:41,2349.5
2,2023:01:02 03:15:41,356.6
3,2023:01:02 03:15:41,1845.6
1,2023:01:02 03:16:11,1418.6
2,2023:01:02 03:16:11,843.7
3,2023:01:02 03:16:11,1919.8
1,2023:01:02 03:16:41,1262.6
2,2023:01:02 03:16:41,1836.4
3,2023:01:02 03:16:41,108.5
1,2023:01:02 03:17:11,3166.5
2,2023:01:02 03:17:11,1890.8
3,2023:01:02 03:17:11,2034
1,2023:01:02 03:17:41,136
2,2023:01:02 03:17:41,281.4
3,2023:01:02 03:17:41,2115.4
1,2023:01:02 03:18:11,1801.2
2,2023:01:02 03:18:11,1975.2
3,2023:01:02 03:18:11,333.8
1,2023:01:02 03:18:41,870.6
2,2023:01:02 03:18:41,1252.5
3,2023:01:02 03:18:41,3063
1,2023:01:02 03:19:11,2924.9
2,2023:01:02 03:19:11,2317.9
3,2023:01:02 03:19:11,307.9
1,2023:01:02 03:19:41,831.3
2,2023:01:02 03:19:41,2883.8
3,2023:01:02 03:19:41,3251.7
1,2023:01:02 03:20:11,842.1
2,2023:01:02 03:20:11,1414.5
3,2023:01:02 03:20:11,599.1
1,2023:01:02 03:20:41,196.9
2,2023:01:02 03:20:41,2183.9
3,2023:01:02 03:20:41,2430.8
1,2023:01:02 03:21:11,1656.5
2,2023:01:02 03:21:11,2376.2
3,2023:01:02 03:21:11,1947.3
1,2023:01:02 03:21:41,2368.1
2,2023:01:02 03:21:41,2197
3,2023:01:02 03:21:41,2314.7
1,2023:01:02 03:22:11,2705.3
2,2023:01:02 03:22:11,2270.8
3,2023:01:02 03:22:11,650.8
1,2023:01:02 03:22:41,1671.5
2,2023:01:02 03:22:41,442.9
3,2023:01:02 03:22:41,3106.6
1,2023:01:02 03:23:11,2768.9
2,2023:01:02 03:23:11,1466.3
3,2023:01:02 03:23:11,1177.1
1,2023:01:02 03:23:41,554.1
2,2023:01:02 03:23:41,1625.9
3,2023:01:02 03:23:41,1863.1
1,2023:01:02 03:24:11,2357.2
2,2023:01:02 03:24:11,251.4
3,2023:01:02 03:24:11,1096.6
1,2023:01:02 03:24:41,2598.8
2,2023:01:02 03:24:41,1817
3,2023:01:02 03:24:41,2816.8
1,2023:01:02 03:25:11,2219.9
2,2023:01:02 03:25:11,65.5
3,2023:01:02 03:25:11,385
1,2023:01:02 03:25:41,1344.4
2,2023:01:02 03:25:41,1293.6
3,2023:01:02 03:25:41,1627.8
1,2023:01:02 03:26:11,1940.6
2,2023:01:02 03:26:11,2942.7
3,2023:01:02 03:26:11,1031.3
1,2023:01:02 03:26:41,752.3
2,2023:01:02 03:26:41,3237.1
3,2023:01:02 03:26:41,2332.7
1,2023:01:02 03:27:11,1707.3
2,2023:01:02 03:27:11,2346.1
3,2023:01:02 03:27:11,217.3
1,2023:01:02 03:27:41,993.4
2,2023:01:02 03:27:41,3110.2
3,2023:01:02 03:27:41,2558.7
1,2023:01:02 03:28:11,3141.7
2,2023:01:02 03:28:11,3146.3
3,2023:01:02 03:28:11,615.3
1,2023:01:02 03:28:41,2612.6
2,2023:01:02 03:28:41,2059.5
3,2023:01:02 03:28:41,149.5
1,2023:01:02 03:29:11,2921.3
2,2023:01:02 03:29:11,240.6
3,2023:01:02 03:29:11,2737
1,2023:01:02 03:29:41,2385.9
2,2023:01:02 03:29:41,2330.5
3,2023:01:02 03:29:41,2249.6
1,2023:01:02 03:30:11,2483.3
2,2023:01:02 03:30:11,2422.3
3,2023:01:02 03:30:11,485.2
1,2023:01:02 03:30:41,1787.9
2,2023:01:02 03:30:41,3051.9
3,2023:01:02 03:30:41,612.6
1,2023:01:02 03:31:11,779.3
2,2023:01:02 03:31:11,3158.5
3,2023:01:02 03:31:11,2146.5
1,2023:01:02 03:31:41,3137.1
2,2023:01:02 03:31:41,1544.4
3,2023:01:02 03:31:41,1710.7
1,2023:01:02 03:32:11,1727.1
2,2023:01:02 03:32:11,2408.7
3,2023:01:02 03:32:11,2809.9
1,2023:01:02 03:32:41,1651.9
2,2023:01:02 03:32:41,859.6
3,2023:01:02 03:32:41,571.5
1,2023:01:02 03:33:11,1755.2
2,2023:01:02 03:33:11,2249.2
3,2023:01:02 03:33:11,1475.3
1,2023:01:02 03:33:41,825.7
2,2023:01:02 03:33:41,2759
3,2023:01:02 03:33:41,2495.9
1,2023:01:02 03:34:11,1335.7
2,2023:01:02 03:34:11,1088.6
3,2023:01:02 03:34:11,780.9
1,2023:01:02 03:34:41,586.5
2,2023:01:02 03:34:41,2568.6
3,2023:01:02 03:34:41,3201.9
1,2023:01:02 03:35:11,25.9
2,2023:01:02 03:35:11,2231.3
3,2023:01:02 03:35:11,243.5
1,2023:01:02 03:35:41,102.8
2,2023:01:02 03:35:41,410.1
3,2023:01:02 03:35:41,1046.8
1,2023:01:02 03:36:11,2286.9
2,2023:01:02 03:36:11,45.6
3,2023:01:02 03:36:11,673.1
1,2023:01:02 03:36:41,757.8
2,2023:01:02 03:36:41,2607.4
3,2023:01:02 03:36:41,1139.5
1,2023:01:02 03:37:11,3084.3
2,2023:01:02 03:37:11,3127.4
3,2023:01:02 03:37:11,1331.6
1,2023:01:02 03:37:41,1502.4
2,2023:01:02 03:37:41,3051.1
3,2023:01:02 03:37:41,1858.5
1,2023:01:02 03:38:11,572.2
2,2023:01:02 03:38:11,897.1
3,2023:01:02 03:38:11,1005.7
1,2023:01:02 03:38:41,1409.5
2,2023:01:02 03:38:41,817.4
3,2023:01:02 03:38:41,503.8
1,2023:01:02 03:39:11,218.3
2,2023:01:02 03:39:11,2665.8
3,2023:01:02 03:39:11,1729.5
1,2023:01:02 03:39:41,2572.2
2,2023:01:02 03:39:41,1698.3
3,2023:01:02 03:39:41,623.1
1,2023:01:02 03:40:11,2950.3
2,2023:01:02 03:40:11,223.2
3,2023:01:02 03:40:11,2430
1,2023:01:02 03:40:41,1559
2,2023:01:02 03:40:41,2148
3,2023:01:02 03:40:41,1740.8
1,2023:01:02 03:41:11,1550.5
2,2023:01:02 03:41:11,3270.2
3,2023:01:02 03:41:11,2285.8
1,2023:01:02 03:41:41,981.8
2,2023:01:02 03:41:41,1055.7
3,2023:01:02 03:41:41,1556.1
1,2023:01:02 03:42:11,2412
2,2023:01:02 03:42:11,502.8
3,2023:01:02 03:42:11,2365.6
1,2023:01:02 03:42:41,2571.3
2,2023:01:02 03:42:41,333.2
3,2023:01:02 03:42:41,2309.2
1,2023:01:02 03:43:11,1718.2
2,2023:01:02 03:43:11,2646.7
3,2023:01:02 03:43:11,1132
1,2023:01:02 03:43:41,735.8
2,2023:01:02 03:43:41,2107.4
3,2023:01:02 03:43:41,398.7
1,2023:01:02 03:44:11,909.4
2,2023:01:02 03:44:11,498.3
3,2023:01:02 03:44:11,2136.4
1,2023:01:02 03:44:41,2726.4
2,2023:01:02 03:44:41,1971.4
3,2023:01:02 03:44:41,2674.6
1,2023:01:02 03:45:11,2439
2,2023:01:02 03:45:11,1042.5
3,2023:01:02 03:45:11,2625.5
1,2023:01:02 03:45:41,1316.3
2,2023:01:02 03:45:41,3146.7
3,2023:01:02 03:45:41,579.2
1,2023:01:02 03:46:11,1423.1
2,2023:01:02 03:46:11,2261.9
3,2023:01:02 03:46:11,288
1,2023:01:02 03:46:41,471.8
2,2023:01:02 03:46:41,1612.8
3,2023:01:02 03:46:41,1994.8
1,2023:01:02 03:47:11,472
2,2023:01:02 03:47:11,907.9
3,2023:01:02 03:47:11,3209.1
1,2023:01:02 03:47:41,376.6
2,2023:01:02 03:47:41,2758.7
3,2023:01:02 03:47:41,580.8
1,2023:01:02 03:48:11,1212.6
2,2023:01:02 03:48:11,1482.5
3,2023:01:02 03:48:11,3115.9
1,2023:01:02 03:48:41,1751.8
2,2023:01:02 03:48:41,322
3,2023:01:02 03:48:41,1003.5
1,2023:01:02 03:49:11,3131.4
2,2023:01:02 03:49:11,2545.6
3,2023:01:02 03:49:11,2414.7
1,2023:01:02 03:49:41,2915.6
2,2023:01:02 03:49:41,3013.4
3,2023:01:02 03:49:41,336
1,2023:01:02 03:50:11,75.1
2,2023:01:02 03:50:11,1620.8
3,2023:01:02 03:50:11,3147.8
1,2023:01:02 03:50:41,2229.4
2,2023:01:02 03:50:41,1258.9
3,2023:01:02 03:50:41,1752.4
1,2023:01:02 03:51:11,797.6
2,2023:01:02 03:51:11,969.4
3,2023:01:02 03:51:11,409
1,2023:01:02 03:51:41,2018.9
2,2023:01:02 03:51:41,2937.2
3,2023:01:02 03:51:41,741.9
1,2023:01:02 03:52:11,3030.1
2,2023:01:02 03:52:11,2170.2
3,2023:01:02 03:52:11,2484.4
1,2023:01:02 03:52:41,2052.3
2,2023:01:02 03:52:41,2653.9
3,2023:01:02 03:52:41,2060.9
1,2023:01:02 03:53:11,1182.7
2,2023:01:02 03:53:11,663.7
3,2023:01:02 03:53:11,818.6
1,2023:01:02 03:53:41,2741.6
2,2023:01:02 03:53:41,182.7
3,2023:01:02 03:53:41,1516.9
1,2023:01:02 03:54:11,1762.3
2,2023:01:02 03:54:11,1489.9
3,2023:01:02 03:54:11,2251.4
1,2023:01:02 03:54:41,1041.5
2,2023:01:02 03:54:41,364.4
3,2023:01:02 03:54:41,543.6
1,2023:01:02 03:55:11,2366.9
2,2023:01:02 03:55:11,1037.8
3,2023:01:02 03:55:11,3167.6
1,2023:01:02 03:55:41,1785.8
2,2023:01:02 03:55:41,795.2
3,2023:01:02 03:55:41,984.6
1,2023:01:02 03:56:11,2713.7
2,2023:01:02 03:56:11,591.5
3,2023:01:02 03:56:11,2298.8
1,2023:01:02 03:56:41,2461.6
2,2023:01:02 03:56:41,728.8
3,2023:01:02 03:56:41,238.2
1,2023:01:02 03:57:11,2807.4
2,2023:01:02 03:57:11,2033.3
3,2023:01:02 03:57:11,391.5
1,2023:01:02 03:57:41,1105.6
2,2023:01:02 03:57:41,2565.6
3,2023:01:02 03:57:41,3006.2
1,2023:01:02 03:58:11,961.6
2,2023:01:02 03:58:11,2452.4
3,2023:01:02 03:58:11,1212.9
1,2023:01:02 03:58:41,2744.2
2,2023:01:02 03:58:41,198.4
3,2023:01:02 03:58:41,487.2
1,2023:01:02 03:59:11,704.9
2,2023:01:02 03:59:11,2339.6
3,2023:01:02 03:59:11,1802.6
1,2023:01:02 03:59:41,858.2
2,2023:01:02 03:59:41,1020.2
3,2023:01:02 03:59:41,1877.5
1,2023:01:02 04:00:11,541.6
2,2023:01:02 04:00:11,3066.5
3,2023:01:02 04:00:11,1455.2
1,2023:01:02 04:00:41,1875.9
2,2023:01:02 04:00:41,1275.5
3,2023:01:02 04:00:41,1141.7
1,2023:01:02 04:01:11,2284.4
2,2023:01:02 04:01:11,355.4
3,2023:01:02 04:01:11,1944.3
1,2023:01:02 04:01:41,682.4
2,2023:01:02 04:01:41,3199.9
3,2023:01:02 04:01:41,2842.2
1,2023:01:02 04:02:11,12.1
2,2023:01:02 04:02:11,1573.3
3,2023:01:02 04:02:11,3141.3
1,2023:01:02 04:02:41,1991.7
2,2023:01:02 04:02:41,1579.3
3,2023:01:02 04:02:41,2187.3
1,2023:01:02 04:03:11,1206
2,2023:01:02 04:03:11,3117.5
3,2023:01:02 04:03:11,907.4
1,2023:01:02 04:03:41,598.5
2,2023:01:02 04:03:41,3250.1
3,2023:01:02 04:03:41,3162.2
1,2023:01:02 04:04:11,1320.8
2,2023:01:02 04:04:11,2739.5
3,2023:01:02 04:04:11,1102.6
1,2023:01:02 04:04:41,2672
2,2023:01:02 04:04:41,2629.1
3,2023:01:02 04:04:41,3198.8
1,2023:01:02 04:05:11,1092.9
2,2023:01:02 04:05:11,907.2
3,2023:01:02 04:05:11,3097.7
1,2023:01:02 04:05:41,1019.3
2,2023:01:02 04:05:41,0.8
3,2023:01:02 04:05:41,1225.4
1,2023:01:02 04:06:11,92.2
2,2023:01:02 04:06:11,3087.6
3,2023:01:02 04:06:11,1513.7
1,2023:01:02 04:06:41,3081.6
2,2023:01:02 04:06:41,1380.3
3,2023:01:02 04:06:41,2109
1,2023:01:02 04:07:11,791.2
2,2023:01:02 04:07:11,1228.9
3,2023:01:02 04:07:11,1725.3
1,2023:01:02 04:07:41,2997.9
2,2023:01:02 04:07:41,729.9
3,2023:01:02 04:07:41,1232.2
1,2023:01:02 04:08:11,2290.2
2,2023:01:02 04:08:11,2760.2
3,2023:01:02 04:08:11,636.9
1,2023:01:02 04:08:41,3065.4
2,2023:01:02 04:08:41,1272.9
3,2023:01:02 04:08:41,973.4
1,2023:01:02 04:09:11,1243.8
2,2023:01:02 04:09:11,1227.4
3,2023:01:02 04:09:11,522.6
1,2023:01:02 04:09:41,1646.3
2,2023:01:02 04:09:41,2813.4
3,2023:01:02 04:09:41,2297.2
1,2023:01:02 04:10:11,2434.8
2,2023:01:02 04:10:11,1645.3
3,2023:01:02 04:10:11,950.3
1,2023:01:02 04:10:41,230.7
2,2023:01:02 04:10:41,2551.8
3,2023:01:02 04:10:41,1833.3
1,2023:01:02 04:11:11,2743.7
2,2023:01:02 04:11:11,2069.5
3,2023:01:02 04:11:11,1317.9
1,2023:01:02 04:11:41,66.1
2,2023:01:02 04:11:41,2314.4
3,2023:01:02 04:11:41,1765.9
1,2023:01:02 04:12:11,1096.1
2,2023:01:02 04:12:11,2190.7
3,2023:01:02 04:12:11,657.6
1,2023:01:02 04:12:41,1347.2
2,2023:01:02 04:12:41,2064.5
3,2023:01:02 04:12:41,359.2
1,2023:01:02 04:13:11,2297.2
2,2023:01:02 04:13:11,62.8
3,2023:01:02 04:13:11,2419.6
1,2023:01:02 04:13:41,681.1
2,2023:01:02 04:13:41,1553.5
3,2023:01:02 04:13:41,1583.5
1,2023:01:02 04:14:11,122.9
2,2023:01:02 04:14:11,371.6
3,2023:01:02 04:14:11,2353.2
1,2023:01:02 04:14:41,2495.6
2,2023:01:02 04:14:41,1615.8
3,2023:01:02 04:14:41,2974.9
1,2023:01:02 04:15:11,2462
2,2023:01:02 04:15:11,2329.6
3,2023:01:02 04:15:11,1972.4
1,2023:01:02 04:15:41,1312
2,2023:01:02 04:15:41,2452.6
3,2023:01:02 04:15:41,1640.6
1,2023:01:02 04:16:11,898.3
2,2023:01:02 04:16:11,344.5
3,2023:01:02 04:16:11,3057.4
1,2023:01:02 04:16:41,2169.1
2,2023:01:02 04:16:41,2658.8
3,2023:01:02 04:16:41,3053.8
1,2023:01:02 04:17:11,2066.4
2,2023:01:02 04:17:11,1810.4
3,2023:01:02 04:17:11,2087.7
1,2023:01:02 04:17:41,2035.3
2,2023:01:02 04:17:41,294.2
3,2023:01:02 04:17:41,1700.4
1,2023:01:02 04:18:11,3062.3
2,2023:01:02 04:18:11,1485.2
3,2023:01:02 04:18:11,1562.5
1,2023:01:02 04:18:41,1761.1
2,2023:01:02 04:18:41,2784.2
3,2023:01:02 04:18:41,872.4
1,2023:01:02 04:19:11,3114.9
2,2023:01:02 04:19:11,2013.5
3,2023:01:02 04:19:11,1359
1,2023:01:02 04:19:41,1014.6
2,2023:01:02 04:19:41,732.8
3,2023:01:02 04:19:41,2385.5
1,2023:01:02 04:20:11,2780.4
2,2023:01:02 04:20:11,3174.1
3,2023:01:02 04:20:11,1690.9
1,2023:01:02 04:20:41,1938.1
2,2023:01:02 04:20:41,1277.9
3,2023:01:02 04:20:41,2910.2
1,2023:01:02 04:21:11,1008.3
2,2023:01:02 04:21:11,69.2
3,2023:01:02 04:21:11,1053.2
1,2023:01:02 04:21:41,1731.2
2,2023:01:02 04:21:41,2609.9
3,2023:01:02 04:21:41,616.1
1,2023:01:02 04:22:11,1104.7
2,2023:01:02 04:22:11,2240.5
3,2023:01:02 04:22:11,1529
1,2023:01:02 04:22:41,1756.9
2,2023:01:02 04:22:41,2995.9
3,2023:01:02 04:22:41,3262.8
1,2023:01:02 04:23:11,2213.9
2,2023:01:02 04:23:11,2122.8
3,2023:01:02 04:23:11,2758
1,2023:01:02 04:23:41,3247.1
2,2023:01:02 04:23:41,2177.8
3,2023:01:02 04:23:41,2744
1,2023:01:02 04:24:11,1845.6
2,2023:01:02 04:24:11,2214.8
3,2023:01:02 04:24:11,2944.4
1,2023:01:02 04:24:41,2474.5
2,2023:01:02 04:24:41,1612.5
3,2023:01:02 04:24:41,721
1,2023:01:02 04:25:11,469.8
2,2023:01:02 04:25:11,2561.6
3,2023:01:02 04:25:11,3118
1,2023:01:02 04:25:41,2481.5
2,2023:01:02 04:25:41,606.4
3,2023:01:02 04:25:41,1622.6
1,2023:01:02 04:26:11,2947.2
2,2023:01:02 04:26:11,2747.9
3,2023:01:02 04:26:11,1959.3
1,2023:01:02 04:26:41,3248.2
2,2023:01:02 04:26:41,300.5
3,2023:01:02 04:26:41,1853.6
1,2023:01:02 04:27:11,1533.3
2,2023:01:02 04:27:11,1110.5
3,2023:01:02 04:27:11,2758.7
1,2023:01:02 04:27:41,3073.2
2,2023:01:02 04:27:41,1563.8
3,2023:01:02 04:27:41,3116.5
1,2023:01:02 04:28:11,106.4
2,2023:01:02 04:28:11,1451.8
3,2023:01:02 04:28:11,839.9
1,2023:01:02 04:28:41,503.2
2,2023:01:02 04:28:41,1750.8
3,2023:01:02 04:28:41,1389.6
1,2023:01:02 04:29:11,1343.8
2,2023:01:02 04:29:11,2397.8
3,2023:01:02 04:29:11,2263.8
1,2023:01:02 04:29:41,824.5
2,2023:01:02 04:29:41,405.9
3,2023:01:02 04:29:41,2416.9
1,2023:01:02 04:30:11,74.4
2,2023:01:02 04:30:11,2736.2
3,2023:01:02 04:30:11,2476.9
1,2023:01:02 04:30:41,1104.9
2,2023:01:02 04:30:41,2651.8
3,2023:01:02 04:30:41,1646.7
1,2023:01:02 04:31:11,1055.8
2,2023:01:02 04:31:11,3214.3
3,2023:01:02 04:31:11,2306.1
1,2023:01:02 04:31:41,2560.3
2,2023:01:02 04:31:41,919
3,2023:01:02 04:31:41,2218.6
1,2023:01:02 04:32:11,122.6
2,2023:01:02 04:32:11,360.3
3,2023:01:02 04:32:11,1700.4
1,2023:01:02 04:32:41,2130
2,2023:01:02 04:32:41,3176.8
3,2023:01:02 04:32:41,42.3
1,2023:01:02 04:33:11,3134.7
2,2023:01:02 04:33:11,539.6
3,2023:01:02 04:33:11,456.6
1,2023:01:02 04:33:41,2523
2,2023:01:02 04:33:41,2166.5
3,2023:01:02 04:33:41,2615.2
1,2023:01:02 04:34:11,3200
2,2023:01:02 04:34:11,361.7
3,2023:01:02 04:34:11,2917.3
1,2023:01:02 04:34:41,3078.6
2,2023:01:02 04:34:41,1066.8
3,2023:01:02 04:34:41,3159.7
1,2023:01:02 04:35:11,3157.9
2,2023:01:02 04:35:11,2622.4
3,2023:01:02 04:35:11,1772.8
1,2023:01:02 04:35:41,2626
2,2023:01:02 04:35:41,1215.8
3,2023:01:02 04:35:41,2342.5
1,2023:01:02 04:36:11,2326.7
2,2023:01:02 04:36:11,1931.2
3,2023:01:02 04:36:11,73.4
1,2023:01:02 04:36:41,45.2
2,2023:01:02 04:36:41,516.9
3,2023:01:02 04:36:41,2956.2
1,2023:01:02 04:37:11,157
2,2023:01:02 04:37:11,821.1
3,2023:01:02 04:37:11,2923.5
1,2023:01:02 04:37:41,689
2,2023:01:02 04:37:41,171.1
3,2023:01:02 04:37:41,206.4
1,2023:01:02 04:38:11,475
